"callsign","band","channel","TX","RX","modes","QTHR","where","postcode","region","ctcss/cc","keeper","lat","lon",
GB7CM,2M,RV56,145.700000,145.100000,AF,IO80UT,MILTON ABBAS,DT11,SW,71.9,M0MRP,50.82,-2.28,
GB7CO,70CM,DVU39,439.487500,430.487500,DMFPN,IO90JU,FAREHAM,PO14,SW,3,G3ZDF,50.83,-1.19,
GB7CP,70CM,RU66,430.825000,438.425000,F,IO91RO,SLOUGH,SL9,SW,77.0,M0WAQ,51.61,-0.57,
GB7CQ,70CM,DVU49,439.612500,430.612500,DMF,IO90SU,WORTHING,BN13,SE,4,G4WTV,50.80,-0.40,
GB7CS,70CM,DVU62,439.775000,430.775000,F,IO75VU,GLASGOW,G1,SCOT,,GM7GDE,55.86,-4.25,
GB7CT,2M,RV51,145.637500,145.037500,M,IO91PS,TRING,HP23,SW,3,M0ZPU,51.77,-0.69,
GB7CU,70CM,DVU61,439.762500,430.762500,F,IO84GQ,MARYPORT,CA15,NOR,,M0LLC,54.69,-3.47,
GB7CV,70CM,DVU-R23,430.287500,439.287500,M,IO92GK,COVENTRY,CV2,CEN,5,G4USP,52.42,-1.48,
GB7CX,70CM,RU69,430.862500,438.462500,DMF,IO65OD,COLERAINE,BT51,NI,12,MI0PKO,55.14,-6.68,
GB7CY,70CM,DVU50,439.625000,430.625000,F,IO94DR,CROOK,DL15,NOR,,G0OCB,54.73,-1.75,
GB7CZ,70CM,DVU40,439.500000,430.500000,M,IO94DR,CROOK,DL15,NOR,10,G0OCB,54.74,-1.75,
GB7DA,2M,RV62,145.775000,145.175000,DMF,IO85AV,AIRDRIE,ML6,SCOT,1,GM4AUP,55.89,-3.99,
GB7DB,70CM,DVU53,439.662500,430.662500,M,IO92QA,WOBURN SANDS,MK17,SW,3,G0WTZ,52.02,-0.65,
GB7DC,70CM,RU70,430.875000,438.475000,ADMFPN,IO92GW,DERBY,DE21,CEN,71.9,G7NPW,52.90,-1.40,
GB7DD,70CM,DVU53,439.662500,430.662500,MN,IO86NL,DUNDEE,DD5,SCOT,1,MM0DUN,56.50,-2.90,
GB7DE,2M,RV51,145.637500,145.037500,AM,IO85JW,KENNOWAY  FIFE,KY8 ,SCOT,94.8,GM7RYR,56.20,-3.10,
GB7DH,70CM,DVU47,439.587500,430.587500,DF,IO83RF,NORTHWICH,CW9,NOR,,M0XDR,53.20,-2.50,
GB7DJ,70CM,DVU53,439.662500,430.662500,M,IO83RF,NORTHWICH,CW9,NOR,3,M0WTX,53.22,-2.52,
GB7DK,2M,RV55,145.687500,145.087500,AF,IO74LV,STRANRAER,DG9,SCOT,103.5,GM0HPK,54.90,-5.05,
GB7DK-B,70CM,DVU52,439.650000,430.650000,D,IO74LV,STRANRAER,DG9,SCOT,,GM0HPK,54.90,-5.05,
GB7DL,70CM,DVU54,439.675000,430.675000,D,JO03DD,SKEGNESS,PE25,CEN,,G4HFG,53.16,0.32,
GB7DM,70CM,DVU60,439.750000,430.750000,ADMF,IO86NL,MONIFIETH,DD5,SCOT,1,MM0DRA,56.48,-2.84,
GB7DN,70CM,DVU33,439.412500,430.412500,D,IO64MW,DUNGIVEN,BT47,NI,,GI0AZB,54.93,-6.99,
GB7DP,70CM,DVU47,439.587500,430.587500,M,IO71MV,TREFFGARNE,SA62,WM,3,MW0XDN,51.88,-4.98,
GB7DR,70CM,DVU34,439.425000,430.425000,M,IO90AR,POOLE,BH12,SW,5,G7ICH,50.74,-1.95,
GB7DS,70CM,DVU34,439.425000,430.425000,DMFP7N,JO02PP,NORWICH,NR3,SE,1,M0ZAH,52.65,1.29,
GB7DV,70CM,DVU49,439.612500,430.612500,D,IO83QJ,ST. HELENS,WA10,NOR,,G1DVA,53.44,-2.77,
GB7DW,2M,RV50,145.625000,145.025000,AM,IO80JU,DUNKERSWELL,EX14,SW,7,G3ZXX,50.86,-3.24,
GB7DX,70CM,DVU56,439.700000,430.700000,M,JO00LW,NEW ROMNEY,TN28,SE,3,G0GCQ,50.96,0.96,
GB7DY,70CM,DVU46,439.575000,430.575000,M,IO82WL,DUDLEY,DY5,CEN,11,G4VZO,52.50,-2.10,
GB7DZ,70CM,RB02,433.050000,434.650000,AF,IO83VC,CONGLETON,ST7,NOR,103.5,M0XDR,53.10,-2.20,
GB7EA,70CM,DMU30,439.375000,430.375000,AF,IO75SV,ERSKINE,PA8,SCOT,1,MM0PAZ,55.90,-4.48,
GB7EB,70CM,DVU46,439.575000,430.575000,M,JO02TK,BECCLES,NR34,SE,2,M0JGX,52.44,1.60,
GB7EC,70CM,RU74,430.925000,438.525000,M,IO87WD,ABERDEEN ,AB25,SCOT,11,GM7RYR,57.20,-2.10,
GB7ED,70CM,DVU54,439.675000,430.675000,M,IO80GR,EXETER,EX4,SW,5,M0ZZT,50.74,-3.51,
GB7EE,70CM,RU74,430.925000,438.525000,M,IO85JW,EDINBURGH,EH10,SCOT,1,GM7RYR,55.94,-3.21,
GB7EG,70CM,DVU61,439.762500,430.762500,M,IO91XC,EAST GRINSTEAD,RH19,SE,2,G7KBR,51.10,-0.00,
GB7EH,70CM,RU75,430.937500,438.537500,M,IO92GC,BANBURY,OX15,CEN,8,G8NDT,52.11,-1.48,
GB7EI,70CM,RU68,430.850000,438.450000,ADMF,IO67IN,LOCHMADDY,HS6,SCOT,88.5,GM8SAU,57.55,-7.33,
GB7EL,70CM,DVU57,439.712500,430.712500,M,IO83VT,NELSON,BB9,NOR,2,G4BLH,53.80,-2.20,
GB7EP,70CM,DVU32,439.400000,430.400000,M,IO91UI,EPSOM,KT19,SE,3,G0OXZ,51.36,-0.27,
GB7ER,2M,RV62,145.775000,145.175000,AF,IO80GR,EXETER,EX4,SW,77,M0ZZT,50.74,-3.51,
GB7ES,70CM,DVU35,439.437500,430.437500,D,JO00DT,EASTBOURNE,BN24,SE,,M0LRE,50.82,0.29,
GB7EU,70CM,RU67,430.837500,438.437500,AN,IO85JW,EDINBURGH,EH10,SCOT,94.8,GM7RYR,55.94,-3.21,
GB7EV,70CM,U94,431.175000,431.175000,M,IO85JW,EDINBURGH,EH10,SCOT,11,GM7RYR,55.94,-3.21,
GB7EW,70CM,DVU42,439.525000,430.525000,M,IO80FR,EXETER,EX4,SW,3,G6ATJ,50.70,-3.50,
GB7EX,70CM,DVU57,439.712500,430.712500,M,JO01GN,SOUTHEND ON SEA,SS7,SE,3,G8YPK,51.56,0.56,
GB7EY,70CM,DVU41,439.512500,430.512500,DMFPN,IO85NM,SELKIRK,TD7,SCOT,1,GM4AUP,55.50,-2.80,
GB7EZ,70CM,DVU62,439.775000,430.775000,M,IO92CM,ERDINGTON,B36,CEN,14,M0SNR,52.51,-1.79,
GB7FB,70CM,DVU38,439.475000,430.475000,DMF,IO71VA,BIDEFORD,EX39,SW,5,M0MFS,51.01,-4.21,
GB7FC,70CM,DVU40,439.500000,430.500000,D,IO83LU,CLEVELEYS,FY5,NOR,,G0GER,53.87,-3.03,
GB7FD,70CM,DVU58,439.725000,430.725000,F,IO83LV,FLEETWOOD,FY7,NOR,,M0RGV,53.91,-3.05,
GB7FE,70CM,DVU38,439.475000,430.475000,DMF,IO86BC,STIRLING,FK7,SCOT,1,GM0MZB,56.11,-3.85,
GB7FG,70CM,RU76,430.950000,438.550000,AF,IO71WW,CARMARTHEN,SA32,WM,94.8,GW8KCY,51.92,-4.16,
GB7FI,70CM,RU71,430.887500,438.487500,M,IO81OH,AXBRIDGE,BS27,SW,3,G4RKY,51.30,-2.80,
GB7FK-B,70CM,DVU54,439.675000,430.675000,D,JO01OC,FOLKESTONE,CT18,SE,,M1CMN,51.10,1.21,
GB7FL,70CM,DVU61,439.762500,430.762500,DF,IO83NS,FRECKLETON,PR4,NOR,,M0XDR,53.80,-2.90,
GB7FO,70CM,DVU-R22,430.275000,439.275000,M,IO83LT,BLACKPOOL,FY,NOR,1,G0WDA,53.81,-3.03,
GB7FR,70CM,DVU40,439.500000,430.500000,M,IO90ST,WORTHING,BN12,SE,4,G7RZU,50.80,-0.50,
GB7FT,70CM,DVU57,439.712500,430.712500,M,IO90LT,PORTSMOUTH,PO1,SW,3,M0PPR,50.80,-1.10,
GB7FU,70CM,RU71,430.887500,438.487500,AF,IO93JA,NOTTINGHAM,NG15,CEN,,G0LCG,53.00,-1.20,
GB7FW,70CM,DVU54,439.675000,430.675000,D,IO90LU,PORTSMOUTH,PO6,SE,,G8PUO,50.85,-1.07,
GB7GA,70CM,RU72,430.900000,438.500000,ADMF,IO85NO,GALASHIELS,TD1,SCOT,1,GM7LUN,55.60,-2.80,
GB7GB,70CM,DVU61,439.762500,430.762500,M,IO92BM,SUTTON COLDFIELD,WS9,CEN,8,G8NDT,52.57,-1.91,
GB7GD,2M,RV55,145.687500,145.087500,DMF,IO87WE,ABERDEEN,AB23,SCOT,1,MM0RDM,57.19,-2.10,
GB7GF,70CM,DVU55,439.687500,430.687500,M,IO91RF,GUILDFORD,GU2,SW,3,G4EML,51.23,-0.58,
GB7GG,70CM,DVU50,439.625000,430.625000,DMF,IO85AV,AIRDRIE,ML6,SCOT,1,GM4AUP,55.89,-3.99,
GB7GJ,70CM,RU72,430.900000,438.500000,AM,IN89WE,ST HELIER,JE4,SW,88.5,GJ8PVL,49.20,-2.11,
GB7GL,70CM,RU68,430.850000,438.450000,M,IO75VV,GLASGOW,G21 ,SCOT,7,GM7RYR,55.90,-4.20,
GB7GP,70CM,DVU52,439.650000,430.650000,MF,IO91PP,HIGH WYCOMBE,HP10,SW,5,M0GUY,51.60,-0.70,
GB7GR,70CM,DVU36,439.450000,430.450000,DMF,IO92QW,GRANTHAM,NG31,CEN,5,G6SSN,52.93,-0.66,
GB7GS,70CM,DVU36,439.450000,430.450000,MF,JO02EO,DOWNHAM MARKET,PE38,SE,3,G0FHM,52.60,0.37,
GB7GT,70CM,DVU33,439.412500,430.412500,M,IO82QJ,CLEE HILL,DY14,WM,13,G3PWJ,52.40,-2.60,
GB7GW,70CM,RU65,430.812500,438.412500,ADMF,IO94FV,WASHINGTON,NE37,NOR,10,G1LBU,54.92,-1.50,
GB7GX,2M,RV59,145.737500,145.137500,ADMFPN,IO86JF,GLENROTHES,KY7,SCOT,1,MM0DXE,56.20,-3.20,
GB7GY,70CM,DVU55,439.687500,430.687500,M,IN89RL,ST. PETER PORT,GY1,SW,5,GU7DAI,49.47,-2.54,
GB7HA,70CM,DVU-R23,430.287500,439.287500,F,IO91TU,HARPENDEN,LU2,SE,,G7HMV,51.85,-0.35,
GB7HB,70CM,DVU50,439.625000,430.625000,DMF,IO64TI,TANDRAGEE,BT62,NI,1,MI0IRZ,54.30,-6.40,
GB7HC,70CM,DVU42,439.525000,430.525000,M,IO82PA,HEREFORD,HR2,WM,5,G3PWJ,52.00,-2.70,
GB7HD,2M,RV55,145.687500,145.087500,M,IO70VO,TAVISTOCK,PL19,SW,3,G3XOU,50.60,-4.20,
GB7HH,70CM,DVU60,439.750000,430.750000,DMF,JO01CN,ROMFORD,RM7,SE,3,M0UPM,51.57,0.18,
GB7HI,70CM,DVU59,439.737500,430.737500,DMF,IO64XN,LISBURN,BT28,NI,1,GI6DKQ,54.50,-6.10,
GB7HK,2M,RV50,145.625000,145.025000,AM,IO85PK,HAWICK,TD9,SCOT,3,GM8SJP,55.40,-2.70,
GB7HM,70CM,DVU51,439.637500,430.637500,M,IO83LC,CAERGWRLE,LL12,WM,1,G1SYG,53.10,-3.10,
GB7HN,70CM,RU70,430.875000,438.475000,A,IO83RL,LEIGH,WN7,NOR,82.5,M0HOY,53.48,-2.54,
GB7HR,70CM,DVU36,439.450000,430.450000,M,IO91SL,HEATHROW,TW6,SE,3,G0OXZ,51.47,-0.46,
GB7HS,70CM,DVU34,439.425000,430.425000,M,IO83XR,HEPTONSTALL,HX7,NOR,2,G1XCC,53.75,-2.02,
GB7HT,70CM,DVU59,439.737500,430.737500,M,IO95FE,ASHINGTON,NE63,NOR,10,G4NAB,55.20,-1.50,
GB7HU,70CM,DVU39,439.487500,430.487500,D,IO93RS,SOUTH CAVE,HU15,NOR,,G0VRM,53.78,-0.55,
GB7HX,70CM,DVU46,439.575000,430.575000,DM,IO93BP,HUDDERSFIELD,HD7,NOR,1,G0ISX,53.65,-1.87,
GB7IC-A,23CM,23CM,1290.650000,1270.650000,D,JO01NI,HERNE BAY,CT6,SE,,G4TKR,51.36,1.15,
GB7IC-B,70CM,DVU36,439.450000,430.450000,D,JO01NI,HERNE BAY,CT6,SE,,G4TKR,51.36,1.15,
GB7IC-C,2M,RV53,145.662500,145.062500,AD,JO01NI,HERNE BAY,CT6,SE,,G4TKR,51.36,1.15,
GB7IE,2M,RV54,145.675000,145.075000,AF,IO70WJ,PLYMOUTH,PL3,SW,77,G1LOE,50.39,-4.11,
GB7II,70CM,DVU36,439.450000,430.450000,M,IO77UL,INVERNESS,IV3,SCOT,3,GM6GRE,57.48,-4.26,
GB7IK,70CM,DVU43,439.537500,430.537500,M,JO01FJ,ROCHESTER,ME2,SE,3,G6CKK,51.40,0.49,
GB7IL,2M,RV53,145.662500,145.062500,M,IO77UL,INVERNESS,IV3,SCOT,5,GM6GRE,57.48,-4.26,
GB7IN,70CM,DVU52,439.650000,430.650000,M,IO93GD,ALFRETON,S45,CEN,1,G0LCG,53.13,-1.47,
GB7IP,2M,RV52,145.650000,145.050000,M,IO92KP,LEICESTER,LE1,CEN,1,M1FJB,52.64,-1.13,
GB7IS,70CM,DVU43,439.537500,430.537500,F,IO81MH,WESTON-SUPER-MARE,BS24,SW,,G4SZM,51.32,-2.95,
GB7IT,70CM,DVU41,439.512500,430.512500,M,IO81MH,WESTON-SUPER-MARE,BS24,SW,1,G4SZM,51.32,-2.95,
GB7IV,2M,RV62,145.775000,145.175000,F,IO90IV,SOUTHAMPTON,SO19,SW,,G4MYS,50.90,-1.33,
GB7JB,70CM,DVU37,439.462500,430.462500,M,IO81TB,WINCANTON,BA9,SW,1,G3ZXX,51.06,-2.41,
GB7JD,70CM,DVU33,439.412500,430.412500,DMN,IO85RL,JEDBURGH,TD8,SCOT,1,GM4UPX,55.48,-2.55,
GB7JF,70CM,DVU51,439.637500,430.637500,D,IO92NE,NORTHAMPTON,NN7,CEN,,G1IRG,52.17,-0.87,
GB7JI,70CM,RU68,430.850000,438.450000,D,IN89WE,ST HELIER,JE4,SW,2,GJ8PVL,49.20,-2.12,
GB7JL,70CM,RU77,430.962500,438.562500,AM,IO83QL,WIGAN,WA3,NOR,82.5,G1EFU,53.48,-2.58,
GB7JM,70CM,DVU47,439.587500,430.587500,DMF,JO03BI,ALFORD,LN13,CEN,3,M0AQC,53.34,0.15,
GB7KB,2M,RV52,145.650000,145.050000,M,JO00CX,HEATHFIELD,TN21,SE,3,G1ERJ,50.97,0.22,
GB7KD,70CM,DVU55,439.687500,430.687500,M,JO00DV,HAILSHAM,BN27,SE,3,G1ERJ,50.90,0.28,
GB7KE,70CM,DVU47,439.587500,430.587500,MF,JO01GJ,GILLINGHAM,ME7,SE,3,M0TIU,51.39,0.56,
GB7KK,70CM,RU74,430.925000,438.525000,DMF,IO65VE,BALLYCASTLE,BT54,NI,1,MI0CRR,55.19,-6.24,
GB7KL,70CM,RU70,430.875000,438.475000,AF,IO84RD,KIRKBY LONSDALE,LA6,NOR,110.9,M1JCB,54.16,-2.56,
GB7KN,70CM,DVU35,439.437500,430.437500,DMF,IO85HV,EDINBURGH,EH27,SCOT,1,GM7HHB,55.90,-3.40,
GB7KP,70CM,DVU46,439.575000,430.575000,DMF,IO74DM,COMBER,BT23,NI,1,GI0VKP,54.50,-5.70,
GB7KR,70CM,DVU-R24,430.300000,439.300000,M,IO82UJ,KIDDERMINSTER,DY11,WM,8,G0EWH,52.40,-2.30,
GB7KS,70CM,DVU-R20,430.250000,439.250000,M,IO81VR,STROUD,GL5,SW,2,G1MAW,51.70,-2.20,
GB7KT,70CM,DVU40,439.500000,430.500000,M,IO91GE,ANDOVER,SP10,SW,1,G8FHI,51.21,-1.49,
GB7KU,70CM,DVU42,439.525000,430.525000,DMF,IO92TT,BOURNE,PE10,CEN,5,G6SSN,52.83,-0.41,
GB7KY,70CM,DVU52,439.650000,430.650000,ADMFPN,IO86JC,KIRKCALDY,KY2,SCOT,1,GM0MMN,56.10,-3.20,
GB7LD,70CM,DVU35,439.437500,430.437500,M,IO83PQ,LEYLAND,PR25,NOR,15,M0XRS,53.70,-2.70,
GB7LE,70CM,DVU53,439.662500,430.662500,M,IO93FU,LEEDS,LS17,NOR,2,G1XCC,53.85,-1.53,
GB7LF,70CM,DVU43,439.537500,430.537500,D,IO84OA,LANCASTER,LA2,NOR,,G3VVT,54.03,-2.76,
GB7LK,70CM,RU65,430.812500,438.412500,M,IO70SM,LISKEARD,PL14,SW,5,G4RKY,50.51,-4.44,
GB7LL,70CM,DVU40,439.496875,430.496875,MN,IO82KW,LLANGOLLEN,LL20,WM,12,GW0NIS,53.00,-3.10,
GB7LN,70CM,DVU32,439.400000,430.400000,M,IO93RF,LINCOLN,LN1,CEN,1,G0RZR,53.25,-0.54,
GB7LO,70CM,DVU41,439.512500,430.512500,M,IO91XJ,BECKENHAM,BR3,SE,3,G1HIG,51.40,-0.00,
GB7LP,70CM,DVU32,439.400000,430.400000,M,IO83MK,LIVERPOOL,L4,NOR,1,M1SWB,53.44,-2.93,
GB7LR,70CM,DVU38,439.475000,430.475000,M,IO92IQ,LEICESTER,LE67,CEN,1,M1FJB,52.69,-1.28,
GB7LS,70CM,DVU32,439.400000,430.400000,DMF,IO85NO,GALASHIELS ,TD1,SCOT,,GM7LUN,55.60,-2.90,
GB7LT,70CM,U324,434.050000,434.050000,E,IO92UT,BOURNE,PE10,CEN,,G6KSM,52.80,-0.30,
GB7LV,2M,RV49,145.612500,145.012500,ADMF,IO85FV,LIVINGSTON,EH54,SCOT,1,GM7HHB,55.88,-3.53,
GB7LZ,70CM,RU73,430.912500,438.512500,AM,IO80CV,LAPFORD,EX17,SW,77.0,G4MQQ,50.88,-3.77,
GB7MB,70CM,DVU56,439.700000,430.700000,F,IO84NB,MORECAMBE,LA4,NOR,,G0VGS,54.10,-2.80,
GB7MC,70CM,DVU43,439.537500,430.537500,DF,IO70NI,ST AUSTELL,PL26,SW,,M1DNS,50.30,-4.90,
GB7MD,70CM,DVU32,439.400000,430.400000,F,IO80UT,BLANDFORD FORUM,DT11,SW,,M0RHS,50.82,-2.28,
GB7MF,70CM,DVU54,439.675000,430.675000,DMF,IO64QR,MAGHERAFELT,BT45,NI,3,MI0JPD,54.75,-6.61,
GB7MH,70CM,DVU51,439.637500,430.637500,DMF,IO91WC,EAST GRINSTEAD,RH10,SE,2,G7KBR,51.10,-0.09,
GB7MJ,70CM,DVU51,439.637500,430.637500,M,IO91GA,ROMSEY,SO71,SW,5,G3KYG,51.01,-1.48,
GB7MK,70CM,DVU48,439.600000,430.600000,M,JO02OB,IPSWICH,IP4,SE,13,M1NIZ,52.06,1.20,
GB7MM,70CM,DVU60,439.750000,430.750000,DMF,IO87BN,NAIRN,IV12,SCOT,5,GM0RML,57.58,-3.90,
GB7MN,70CM,DVU33,439.412500,430.412500,M,IO83XH,STOCKPORT,SK12,NOR,2,G8NSS,53.30,-2.00,
GB7MP,70CM,DVU60,439.750000,430.750000,MP,IO84NB,HEYSHAM,LA3,NOR,3,G6CRV,54.06,-2.89,
GB7MR,70CM,DVU59,439.737500,430.737500,M,IO83TP,BURY,BL8,NOR,2,G1XCC,53.60,-2.30,
GB7MS,2M,RV62,145.775000,145.175000,M,IO94EX,NEWCASTLE UPON TYNE,NE8 ,NOR,10,M0DMP,54.97,-1.60,
GB7MT,70CM,DVU53,439.662500,430.662500,F,IO90IV,SOUTHAMPTON,SO19,SW,,G4MYS,50.90,-1.33,
GB7NA-A,23CM,RM12,1297.300000,1291.300000,D,IO93HN,BARNSLEY,S72,NOR,,G4LUE,53.57,-1.40,
GB7NA-B,70CM,DVU36,439.450000,430.450000,D,IO93HN,BARNSLEY,S72,NOR,,G4LUE,53.57,-1.40,
GB7NA-C,2M,RV54,145.675000,145.075000,D,IO93HN,BARNSLEY,S72,NOR,,G4LUE,53.57,-1.40,
GB7NB,70CM,DVU55,439.687500,430.687500,D,JO02PN,NORWICH,NR14,SE,,G0LGJ,52.57,1.33,
GB7NC,70CM,DVU58,439.725000,430.725000,DMF,JO02OL,LONG STRATTON,NR15,CEN,3,M0JGX,52.49,1.22,
GB7ND,70CM,DVU33,439.412500,430.412500,M,JO02LM,GREAT ELLINGHAM,NR17,SE,1,G0LGJ,52.52,0.97,
GB7NE,70CM,DVU36,439.450000,430.450000,DMF,IO95FE,ASHINGTON,NE64,NOR,3,G0UDZ,55.18,-1.52,
GB7NF,70CM,DVU39,439.487500,430.487500,M,JO00AS,NEWHAVEN,BN9,SE,1,G0TJH,50.79,0.04,
GB7NL,70CM,DVU37,439.462500,430.462500,D,IO80FR,EXETER,EX4,SW,,M0ZZT,50.74,-3.51,
GB7NM,2M,RV59,145.737500,145.137500,DF,JO02LM,ATTLEBOURGH,NR17,SE,,G0LGJ,52.52,0.97,
GB7NN,70CM,DVU60,439.750000,430.750000,F,IO93KH,WORKSOP,S80,CEN,,M0GET,53.30,-1.10,
GB7NR,70CM,DVU35,439.437500,430.437500,DM,IO92KX,NOTTINGHAM,NG3,CEN,1,M0VUB,52.99,-1.11,
GB7NS,70CM,DVU13,439.162500,430.162500,M,IO91WG,CATERHAM,CR3,SE,3,G0OLX,51.27,-0.11,
GB7NT,70CM,RU74,430.925000,438.525000,AF,IO91IJ,NEWBURY,RG19,SW,118.8,G3WYW,51.38,-1.28,
GB7NV,70CM,RU66,430.825000,438.425000,ADM,IO93JB,HUCKNALL,NG15,CEN,1,M0NGT,53.10,-1.20,
GB7NW,70CM,DVU58,439.725000,430.725000,F,IO91DN,SWINDON,SN3,SW,,G4XIB,51.57,-1.74,
GB7NY,70CM,DVU55,439.687500,430.687500,DMF,IO64TE,BESSBROOK,BT35,NI,1,MI0PYN,54.20,-6.40,
GB7OK,2M,RV57,145.712500,145.112500,DMF,IO91XJ,BECKENHAM,BR3,SE,3,G1HIG,51.40,-0.00,
GB7OR,70CM,DVU37,439.462500,430.462500,M,IO88LX,KIRKWALL,KW15,SCOT,1,GM4WMM,58.99,-3.03,
GB7PB,2M,RV53,145.662500,145.062500,D,IO94FR,DURHAM,DH6,NOR,,G7VIL,54.74,-1.53,
GB7PD,2M,RV59,145.737500,145.137500,ADF,IO71OV,MAENCLOCHOG,SA66,WM,94.8,GW4OZU,51.92,-4.80,
GB7PE,70CM,DVU40,439.500000,430.500000,M,IO92TL,PETERBOROUGH,PE7,SE,3,M0ZPU,52.50,-0.35,
GB7PF,70CM,DVU51,439.637500,430.637500,M,IO80AN,PRINCETOWN,PL20,SW,3,G3XOU,50.58,-3.94,
GB7PH,70CM,DVU37,439.462500,430.462500,DM,JO00DU,HAILSHAM,BN27,SE,3,M0LIP,50.90,0.30,
GB7PI,70CM,DVU61,439.762500,430.762500,D,IO92XA,ROYSTON,SG8,SE,,M0ZPU,52.01,-0.00,
GB7PM,70CM,DVU35,439.437500,430.437500,F,IO81PH,CHEDDAR,BS40,SW,,G4RKY,51.31,-2.72,
GB7PN,70CM,DVU34,439.425000,430.425000,M,IO83HH,PRESTATYN,LL18,WM,1,G4NOY,53.33,-3.38,
GB7PO,70CM,DVU59,439.737500,430.737500,F,IO90KT,PORTSMOUTH,PO1,SW,,M0VMX,50.80,-1.10,
GB7PP,70CM,DVU35,439.437500,430.437500,DMFPN,JO02MG,IPSWICH,IP14,SE,1,G0FEA,52.25,1.08,
GB7PR,70CM,U324,434.050000,434.050000,E,IO83PS,PRESTON,PR1,NOR,,M0VXT,53.76,-2.69,
GB7PS,2M,RV55,145.687500,145.087500,M,IO90LT,PORTSMOUTH,PO1,SW,3,M0PPR,50.80,-1.10,
GB7PT,70CM,DVU57,439.712500,430.712500,DMF,IO92XA,ROYSTON,SG8,SE,,M0ZPU,52.01,-0.00,
GB7PX,70CM,DVU62,439.775000,430.775000,DMP,IO92XA,ROYSTON,SG8,SE,10,M0ZPU,52.01,-0.00,
GB7PY,70CM,RU74,430.925000,438.525000,M,JO02AF,CAMBRIDGE,CB23,SE,3,M0ZPU,52.22,0.04,
GB7RA,70CM,DVU52,439.650000,430.650000,DMF,IO83LH,NESTON,CH64,NOR,5,M0ORA,53.30,-3.06,
GB7RB-C,2M,RV54,145.675000,145.075000,D,IO81GK,COWBRIDGE,CF71,WM,,GW6CUR,51.46,-3.42,
GB7RC,70CM,DVU-R21,430.262500,439.262500,D,IO81XW,CHELTENHAM,GL52,SW,,M0URF,51.90,-2.00,
GB7RD,70CM,DVU55,439.687500,430.687500,M,IO70XM,YELVERTON,PL20,SW,3,G1ZKJ,50.50,-4.10,
GB7RE,70CM,DVU57,439.712500,430.712500,M,IO93MH,RETFORD,DN22,CEN,1,G0EAK,53.32,-0.93,
GB7RJ,70CM,DVU43,439.537500,430.537500,DM,IO82LW,CHIRK,LL14,WM,5,G7MHF,52.93,-3.05,
GB7RK,70CM,DVU35,439.437500,430.437500,DMFPN,IO74AN,BELFAST,BT11,NI,3,MI5DAW,54.57,-6.00,
GB7RL,70CM,DVU62,439.775000,430.775000,DMFPN,IO83RU,LONGRIDGE,PR3,NOR,10,G7TRL ,53.84,-2.58,
GB7RM,70CM,U324,434.050000,434.050000,E,JO01CO,ROMFORD,RM3,SE,,M0UPM,51.60,0.21,
GB7RN,2M,RV51,145.637500,145.037500,D,IO90JT,FAREHAM,PO14,SW,,G3ZDF,50.83,-1.19,
GB7RO,70CM,DVU-R21,430.262500,439.262500,F,IO83UQ,HASLINGDEN,BB4,NOR,,M0LMN,53.71,-2.31,
GB7RR,70CM,DVU49,439.612500,430.612500,M,IO92JX,NOTTINGHAM,NG16,CEN,1,G0LCG,53.00,-1.20,
GB7RS,70CM,DVU49,439.612500,430.612500,M,IO91PX,MILTON KEYNES,MK3,SW,4,G0GMB,52.00,-0.74,
GB7RT,70CM,DVU33,439.412500,430.412500,M,IO91QJ,SUNNINGDALE,SL5,SW,3,M0HBK,51.40,-0.60,
GB7RV,70CM,DVU50,439.625000,430.625000,M,IO83ST,BLACKBURN,BB1,NOR,2,M0NWI,53.80,-2.50,
GB7RW,2M,RV48,145.600000,145.000000,AD,IO94SO,WHITBY,YO22,NOR,88.5,G4EQS,54.43,-0.57,
GB7RX,2M,RV62,145.775000,145.175000,AM,JO00GU,HASTINGS,TN37,SE,3,M0JBR,50.88,0.55,
GB7RY,70CM,RU76,430.950000,438.550000,AF,JO00HW,RYE,TN31,SE,103.5,M0HOW,50.95,0.61,
GB7SA,70CM,DVU-R24,430.300000,439.300000,M,IO81CP,PORT TALBOT,SA12,WM,5,MW0IBF,51.60,-3.80,
GB7SB,70CM,DVU53,439.662500,430.662500,M,IO92AJ,BIRMINGHAM,B30,CEN,5,M0UEM,52.40,-1.90,
GB7SD,70CM,DVU33,439.412500,430.412500,M,IO80SQ,WEYMOUTH,DT3,SW,1,G3VPF,50.67,-2.46,
GB7SE,70CM,DVU38,439.475000,430.475000,M,JO01DM,THURROCK,RM15,SE,3,M0PFX,51.51,0.27,
GB7SF-C,2M,RV59,145.737500,145.137500,D,IO93GK,SHEFFIELD,S5,NOR,,M1ERS,53.42,-1.44,
GB7SG,2M,RV61,145.762500,145.162500,M,IO83MK,LIVERPOOL,L4,NOR,1,M1SWB,53.44,-2.93,
GB7SH,70CM,RU77,430.962500,438.562500,AF,IO93GK,SHEFFIELD,S5,NOR,71.9,M1ERS,53.42,-1.44,
GB7SI,70CM,DVU61,439.762500,430.762500,M,IO83WA,LEEK,ST8,CEN,1,G8NSS,53.10,-2.10,
